id,question,ground_truth,llama3.1,llama3 1_instruct,fine_tuned_llama3 1,fine_tuned_llama3.1_instruct
2017,كيف يتم تحديد مكافآت أعضاء اللجنة؟,يتم تحديد مكافآت أعضاء اللجنة وسائر الشؤون المتعلقة بها بموجب نظام يصدر لهذه الغاية.,"تم تحديد مكافآت أعضاء اللجنة في المادة 31 ب

### Input:
المادة 31
  أ- تشكل لجنة تسمى (اللجنة الوطنية لمكافحة المخدرات و","حسناً. تحديد مكافآت أعضاء اللجنة يحدد في المادة 31 ج من القانون، حيث تقول: «تحدد كيفية اجتماعات اللجنة والنصاب القانوني لاجتماعاتها واتخاذ قراراتها وتوصيات",يتم تحديد مكافآت أعضاء اللجنة بموجب النظام الذي يصدر لهذه الغاية.,يتم تحديد مكافآت أعضاء اللجنة بموجب نظام يصدر لهذه الغاية.
2078,ما الإجراء الذي يجب اتخاذه إذا قصر موظفو الضابطة العدلية في القيام بمهامهم؟,يجب على المدعي العام تنظيم ضبط بالواقعة ورفعه إلى النائب العام.,الجواب: يلزم المدعي العام إبلاغ النائب العام بالواقعة وإحالته إلى النائب العام المختص أو المحكمة المختصة بحسب مقتضى الحال لإجراء المقتضى القانوني.,"يجب على المدعي العام تنظيم الضبط ورفعه إلى النائب العام، ثم إحالته إلى المدعي العام المختص أو المحكمة المختصة بحسب المقتضى الحال، لإجراء المقتضى القانوني. هذا الإجراء يضمن تنفيذ",يجب على المدعي العام تنظيم ضبط بالواقعة ورفعه إلى النائب العام.,يجب على المدعي العام تنظيم ضبط بالواقعة ورفعه إلى النائب العام.
5170,ما هي العقوبة لشخص يشتري مركبة مسروقة ويعلم بذلك؟,الحبس من سنة إلى ثلاث سنوات.,"المادة 412
1- كل من اشترى مالا مسروقا أو باعه أو دلل عليه أو توسط في بيعه وشرائه وهو عالم بأمره ، يعاقب بالحبس حتى ستة أشهر.
2- وان كان المسروق من الحيوانات المعد","عقوبة الشخص الذي يشتري مركبة مسروقة ويعلم بذلك هي الحبس من سنة إلى ثلاث سنوات. كما يحدد القانون أن العقوبة لا تنقص عن شهر واحد في حالة الحيوانات المعدودة، أو عن ستة أشهر في حالة السرقة الب",الحبس من سنة إلى ثلاث سنوات.,يعاقب بالحبس من سنة الى ثلاث سنوات.
5161,ما هو عقوبة الحبس لشخص يرتكب سرقة غير مبينة في المادة 407؟,يعاقب بالحبس من ستة أشهر الى سنتين.,"عقوبة الحبس لشخص يرتكب سرقة غير مبينة في المادة 407 هي 6 أشهر إلى سنتين.

### Explanation:
The punishment for someone who commits theft not specified in Article 407 is six months to two years imprisonment.

### Tags
#criminal_law
#","تتضمن المادة 407 في قانون العقوبات في الأردن عقوبة الحبس لشخص يرتكب سرقة غير مبينة في المادة 407، وهي عقوبة تتراوح بين ستة أشهر وثلاث سنوات. إذا وقعت السرقة على قطع",الحبس من ستة أشهر الى سنتين.,الحبس من ستة أشهر الى سنتين.
5107,ما هو العقوبة المفروضة في حال أدى الحادث إلى وفاة أحد الأشخاص؟,"الإعدام، وفقاً للمادة 381 التي تزيد نصف العقوبات في حال وقوع وفاة أحد الأشخاص بسبب الحادث.","الجواب صحيح ، حيث أن المادة 381 تقول أن العقوبات المذكورة في المواد السابقة نصفها ، إذا أصيب احد الناس بعاهة دائمة ، ويقضى بالإعدام إذا أدى الأمر الى موت احد الناس ، حيث أن","الجواب هو: الزاد على العقوبات المذكورة في المادة السابقة نصفها ، إذا أصيب احد الناس بعاهة دائمة ، ويقضى بالإعدام إذا أدى الحادث إلى وفاة أحد الأشخاص. 
العقوبة المفروضة",يُزيد العقوبات المذكورة في المواد السابقة نصفها في حال أدى الحادث إلى وفاة أحد الأشخاص.,"يُضاف إلى العقوبة المفروضة نصفها إذا أدى الحادث إلى وفاة أحد الأشخاص، ويُقضى بالإعدام في حال أدى الحادث إلى موت شخص."
3548,متى يمكن للنائب العام إجراء المصالحة مع حائز المال؟,عندما يتم إعادة المال محل الجريمة والمنافع المرتبطة به.,"متى يمكن للنائب العام إجراء المصالحة مع حائز المال؟
المادة 9
أ. للنيابة العامة أو المحكمة بعد إحالة القضية اليها اتخاذ أي من الإجراءات التالية وللمتضرر الطعن بالقرار أمام","يحق للنائب العام إجراء المصالحة مع حائز المال في حال رد المال محل الجريمة والمنافع المرتبطة به ، كليا أو إجراء تسوية عليها ، ولا يعتبر هذا القرار نافذا إلا بعد موافقة اللجنة الق",يمكن للنائب العام إجراء المصالحة مع حائز المال في حال رد المال أو تسوية عليه.,"عندما يرد المال محل الجريمة والمنافع المرتبطة به، كليا أو يجر تسوية عليها."
2839,كيف يتم تنظيم شؤون الخبرة أمام المحاكم النظامية؟,تنظم شؤون الخبرة بموجب نظام يصدر لهذه الغاية.,"The law is the Civil Procedure Code, and the article is the one that regulates the expertise in front of the civil courts. This article is very important because it regulates the expertise in front of the civil courts. It stipulates the rules of the expertise and its procedures. The expertise is a tool that is used by the","تنظم شؤون الخبرة أمام المحاكم النظامية بمقتضى نظام يصدر لهذه الغاية، ويتم بموجبه تشكيل مجلس لشؤون الخبرة برئاسة وزير العدل ولجان فنية لانتقاء الخبراء وإعداد س",تنظم شؤون الخبرة أمام المحاكم النظامية بمقتضى نظام يصدر لهذه الغاية.,تنظم شؤون الخبرة أمام المحاكم النظامية بموجب نظام خاص.
3493,ما هو الشرط الذي يمنع قبول عرض بزيادة عشرة بالمائة بعد اعادة البيع؟,عدم وجود عرض آخر بمبلغ يزيد على ذلك الزيادة.,"لا يمكن قبول عرض بزيادة عشرة بالمائة بعد اعادة البيع إلا إذا كان عرض آخر سبقها بزيادة تزيد على العرض الذي سبقها.

### Translation:
An offer cannot be accepted with an increase of ten percent after reselling, unless another offer preceded it with an","يجب أن يكون هناك عرض آخر قبله، بزيادة على العرض الذي يقبل المشتري المستنكف. إذا لم يكن هناك مثل هذا العرض، فيجب قبول العرض الذي يزيد على العرض الذي يقبل المشتري المستنكف. هذا الشرط ي",يمنع قبول عرض بزيادة عشرة بالمائة بعد اعادة البيع إذا كانت الاحالة قد سبقت عرض آخر يزيد على ذلك.,يمنع قبول عرض بزيادة عشرة بالمائة بعد اعادة البيع إذا كانت الأحالة قد سبقها عرض آخر يزيد عن ذلك.
277,ما هو تأثير المادة 287 في حالة ازالة التصرف؟,تكافؤ المادة 287 بين التصرف والغصب يعني أنه يُعامل التصرف بنفس القوانين التي تُطبق على الغصب.,"The effect of article 287 in case of revocation of the act is that what is similar to coercion in revocation of the act is similar to coercion.
The first book- Personal rights sources- Jordanian Civil Law of 1976
The third chapter- Harmful act- Jordanian Civil Law of 197","تؤدي المادة 287 في حالة ازالة التصرف إلى تحويل الحكم إلى حكم الغصب، مما يعني أن الغير يصبح مسؤولاً عن التصرف، ويجب عليه إعادة الموجودات إلى الأصل أو أن يؤجرها أو أن يتصرف بها في","تُعتبر المادة 287 متساوية في تأثيرها مع المادة 286، وتُعتبر كل ما هو مساو للغصب في ازالة التصرف كحكم الغصب.",تؤدي المادة 287 إلى حكم كل ما هو مساو للغصب في ازالة التصرف كحكم الغصب.
2758,ما هي السلطة المختصة في حال وقوع منازعات تتعلق بمصروفات الدعاوى وأتعاب المحاماة بصورة تبعية؟,"السلطة المختصة هي المحكمة التي فصلت في أصل الدعوى وفق المادة 46، مع مراعاة عدم التداخل مع أحكام قانون نقابة المحامين.","لقد حدد القانون السلطة المختصة في حال وقوع منازعات تتعلق بمصروفات الدعاوى وأتعاب المحاماة بصورة تبعية، وتبلغ السلطة المختصة في هذه الحالة المحكمة التي فصلت في أصل الدعوى،","تختص المحكمة التي فصلت في أصل الدعوى بالمنازعات المتعلقة بمصروفات الدعاوى وأتعاب المحاماة بصورة تبعية. 

### Explanation:
المادة 46 من قانون الاجراءات المدنية في المملكة الأردنية الها",المحكمة التي فصلت في أصل الدعوى.,المحكمة التي فصلت في أصل الدعوى.
5652,هل تشمل القاعدة المذكورة في المادة 11 الاشتغال بالصحافة الحقوقية؟,"لا، لا تشمل القاعدة الاشتغال بالصحافة الحقوقية والثقافية.","Yes, the provision includes the practice of legal journalism. The question is in the context of the Jordanian Law of Advocacy, and the provision in question is Article 11. The provision states that a lawyer may not hold certain positions, including the presidency of the legislative authority, the government, and the permanent or temporary","لا، لا تشمل القاعدة المذكورة في المادة 11 الاشتغال بالصحافة الحقوقية، حيث يشير الفقرة (2) في المادة نفسها إلى أن احكام المادة لا تسري على الاشتغال بالصحافة الحقوقية والثق","نعم، تشمل القاعدة المذكورة في المادة 11 الاشتغال بالصحافة الحقوقية.","لا، الاشتغال بالصحافة الحقوقية والثقافية لا يشملها أحكام المادة 11."
2843,ما هي المادة التي تنظم تعيين الخبراء في القانون؟,المادة 84.,"The law that governs the appointment of experts in the law is Article 84 of the Jordanian Code of Civil Procedure.

### Answer:
The law that governs the appointment of experts in the law is Article 84 of the Jordanian Code of Civil Procedure.

### Answer:
The law that governs the appointment of","تنظم المادة 84 من القانون في الجordan تعيين الخبراء، حيث يحدد البند 1 أن الخبير يُتسمى إذا اتفق الخصوم على الخبير، وافقت المحكمة على تسميته، وفي حالة عدم اتفاق الخصوم على تسمي",المادة 84.,المادة 84.
1637,ما هو الأساس الذي يعتمد لحساب مكافأة نهاية الخدمة عندما يتم حساب الأجر على أساس العمولة أو القطعة؟,"عندما يحسب الأجر على أساس العمولة أو القطعة، يعتمد لحساب مكافأة نهاية الخدمة على المتوسط الشهري للأجر الحقيقي الذي تقاضاه العامل خلال الاثني عشر شهراً السابقة لانتهاء خدمته.","ما هو الأساس الذي يعتمد لحساب مكافأة نهاية الخدمة عندما يتم حساب الأجر على أساس العمولة أو القطعة؟
المادة 32
يحق للعامل غير الخاضع لأحكام قانون الضمان",حسناً. الأساس الذي يعتمد لحساب مكافأة نهاية الخدمة عندما يتم حساب الأجر على أساس العمولة أو القطعة هو المتوسط الشهري لمجموع الأجر الذي تقاضاه العامل فعلاً خلال مدة استخدامه. إذا كان,يعتمد لحساب المكافأة المتوسط الشهري الذي تقاضاه العامل فعلاً خلال الاثني عشر شهراً السابقة لانتهاء الخدمة.,يتم حساب المكافأة على أساس الأجر المتوسط الشهري الذي تقاضاه العامل فعلاً خلال الاثني عشر شهراً السابقة لانتهاء خدمته.
385,هل يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر؟,"نعم، يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر وفقا للمواد 366 ومن 368 الى 374.","لا يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر، إلا إذا كان المدين قد فعل ذلك بعد انتهاء الحجر، وبالتالي فإن الحجر لا يمنع الدائنين من الطعن في تصرفات المدين.","نعم، يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر. يشرح الفقرة 386 من قانون المالية في الأردن أن انتهاء الحجر لا يمنع الدائنين من الطعن في تصرفات المدين أو من","نعم، يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر وفقا للمواد 366 و368-374.","نعم، يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر وفقا للمادة 386."
4652,ما هو الشرط الذي يجب أن تلتزم به الجنحة الثانية للمتهم وفقا للمادة 102؟,يجب أن تكون الجنحة الثانية مماثلة للجنحة الأولى.,"The second offender must be punished with a penalty that does not exceed the double of the penalty that his crime deserves, provided that this does not exceed five years.

### Explanation:
According to Article 102 of the Jordanian Penal Code, the second offender must be punished with a penalty that does not exceed the double of the","حكم عليه بمدة لا تتجاوز ضعف العقوبة التي تستلزمها جريمته الثانية. 
وتجاوز هذا التضعيف خمس سنوات. 

### Note:
المادة 102 هي مادة من قانون العقوبات في الأردن، وتنص على أن الم","يجب أن تلتزم الجنحة الثانية للمتهم بمدة لا تتجاوز ضعف العقوبة التي تستلزمها جريمته الثانية، على أن لا تتجاوز هذه المدة خمس سنوات.",الشرط هو أن لا يتجاوز التضعيف خمس سنوات.
2037,متى يمكن قبول الشكوى أو الادعاء الشخصي إذا كان المجنى عليه شخصاً معنوياً؟,بعد تقديم طلب خطي من الممثل القانوني للشخص المعنوي أو من ينوب عنه.,"متى يمكن قبول الشكوى أو الادعاء الشخصي إذا كان المجنى عليه شخصاً معنوياً؟
إذا كان المجنى عليه شخصاً معنوياً فتقبل الشكوى أو الادعاء الشخصي بناء على طلب خطي من الممثل القانون","تستطيع قبول الشكوى أو الادعاء الشخصي إذا كان المجنى عليه شخصاً معنوياً بعد وقوع الشكوى أو الادعاء الشخصي، والذي يمكن أن يتم بقراءة طلب خطي من الممثل القانوني للشخص المعنوي",يمكن قبول الشكوى أو الادعاء الشخصي بناءً على طلب خطي من الممثل القانوني للشخص المعنوي أو من ينوب عنه.,يمكن قبول الشكوى أو الادعاء الشخصي إذا كان المجنى عليه شخصاً معنوياً.
3799,ما هو تأثير تغيير حصة شريك في الشركة على السجل الخاص بالشركاء؟,"يجب تدوين أي تغيير يطرأ على حصة الشريك في الشركة، مع تفاصيله وتاريخ وقوعه، في السجل الخاص بالشركاء.","إذا تغيرت حصة شريك في الشركة فإنه يلتزم بتسجيل هذا التغيير في سجل الشركاء، والذي يحتوي على البيانات التالية:
1- اسم الشريك ولقبه اذا كان له لقب وجنسيته ومركز أق","تغير حصة شريك في الشركة يؤدي إلى تعديل السجل الخاص بالشركاء في الشركة. يتعين على المدير أو هيئة المديرين في الشركة تسجيل البيانات التالية:
- اسم الشريك وألقابه وجنسيته ومركز أقام",يُتأثر السجل الخاص بالشركاء بالتغيير.,يجب تدوين التغيير في السجل الخاص بالشركاء.
3846,ما هي البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة؟,أسماء الأشخاص الذين سيتولون دعوة الهيئة التأسيسية وإدارة الشركة.,"ما هي البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة؟
تتضمن البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة أسماء الأشخاص الذين سيتولون","البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة هي:
أسماء الأشخاص الذين سيتولون دعوة الهيئة التأسيسية للانعقاد وإدارة الشركة لحين انتخاب مجلس الإدارة الأول وطريقة",تتضمن البيانات المالية للشركة.,يجب أن يتضمن البيانات المالية للشركة.
3958,متى يمكن للوزير أن يسمح بتأسيس شركة مساهمة عامة بواسطة مؤسس واحد؟,بناءً على تنسيب مبرر من المراقب.,"المادة 90
أ- تتألف الشركة المساهمة العامة من عدد من المؤسسين لا يقل عن اثنين يكتتبون فيها بأسهم قابلة للإدراج في أسواق للأوراق المالية وللتداول والتحويل وفقاً لأحكام هذا القانون","يمكن للوزير أن يسمح بتأسيس شركة مساهمة عامة بواسطة مؤسس واحد في حال شراء هذا المؤسس كامل أسهم الشركة المساهمة العامة المحدودة، أو إذا كان يوجد مساهم واحد يمتلك كامل أسهم الشركة. هذا وفقاً للمادة 90",يمكن للوزير أن يسمح بتأسيس شركة مساهمة عامة بواسطة مؤسس واحد بناءً على تنسيب مبرر من المراقب.,يمكن للوزير أن يسمح بتأسيس شركة مساهمة عامة بواسطة مؤسس واحد في حال شرائه كامل أسهم المحدودة.
4575,ما هي النتيجة القانونية لوقوع التقادم في قضية جنائية؟,يؤدي وقوع التقادم إلى سقوط الحق في متابعة الجناية وتوقف الإجراءات القضائية ضد المتهم.,التقادم هو فعل المحكوم عليه أو أحد أفراد عائلته أو أحد أفراد المجتمع أو أحد المستثمرين أو أحد المؤسسات التي يتعين عليها أن يقدموا إثباتاً على وقوع حدث أو حدوث أمر ما في قضية جنائية,"الجواب هو: في حالة وقوع التقادم في قضية جنائية، تترتب عليه سقوط الحكم القاضي بالإدانة في أي جريمة جنائية أو جنحية، ومحو جميع آثاره بالنسبة للمستقبل بما في ذلك الحرمان من الحقوق",تسقط الأحكام الجزائية وتمنع تنفيذها أو تؤجل صدورها.,يترتب على وقوع التقادم سقوط الحكم القاضي بالإدانة في أي جريمة جنائية أو جنحية.
1010,ماذا ينص المادة 1026 من النصوص القانونية؟,"تنص المادة 1026 على أنه إذا كان لأحد ملك يتصرف فيه تصرفاً مشروعاً فاحدث غيره بجواره بناء تضرر من الوضع القديم، فليس للمحدث أن يدعي التضرر من ذلك.","This is a law in Jordan, and the law says that if someone has property, and that property is damaged, then the person who damaged the property is responsible for the damage.","المادة 1026 تنص على أن إذا كان لاحد ملك يتصرف فيه تصرفاً مشروعاً فاحدث غيره بجواره بناء تضرر من الوضع القديم، فليس للمحدث أن يدعي التضرر من ذلك وعليه أن",تنص المادة 1026 على أنه إذا كان لاحد ملك يتصرف فيه تصرفاً مشروعاً فاحدث غيره بناء تضرر من الوضع القديم فليس للمحدث أن يدعي التضرر من ذلك وعليه أن يدفع الضر,تنص المادة 1026 على أنه إذا كان لاحد ملك يتصرف فيه تصرفاً مشروعاً فاحدث غيره بجواره بناء تضرر من الوضع القديم فليس للمحدث أن يدعي التضرر من ذلك وعليه أن يد
2409,ما يُسمح للمحكمة فعله في حالة اعتراف المتهم بالتهمة؟,يُجوز للمحكمة الاكتفاء باعترافه وتحكيم عليه بالعقوبة المناسبة.,"According to the law, the court is allowed to sentence the defendant to death, if he admits the charge, or if the court is convinced that he committed the crime.","في حالة اعتراف المتهم بالتهمة، يأمر الرئيس بتسجيل اعترافه بكلمات أقرب ما تكون إلى الالفاظ التي استعملها في اعترافه. ويجوز للمحكمة الاكتفاء باعترافه، وعندئذ تحكم عليه بالعق",يُسمح للمحكمة بالتحكم بالعقوبة التي تستلزمها الجريمة.,يُسمح للمحكمة بالاكتفاء من اعترافه بالتهمة وبالعقوبة التي يستلزمها الجرم.
1117,ما هو تأثير العمل القانوني الذي يصدر من شخص في مرض الموت ويكون مقصوداً به التبرع؟,يُعتبر التصرف مضافاً إلى ما بعد الموت وتسري عليه أحكام الوصية.,"The effect of the legal act that is issued by a person in a state of death and is intended to be a donation is that it is considered as a disposition made after death and it is subject to the rules of wills, regardless of the name that is given to it.

2. The heirs of the person who","يعد العمل القانوني الذي يصدر من شخص في مرض الموت ويكون مقصودا به التبرع تصرفا مضافا الى ما بعد الموت، وتسري عليه أحكام الوصية. يعني ذلك أن ورثة المتصرف يجب أن يثبتوا",يعتبر التصرف مضافا الى ما بعد الموت وتسري عليه أحكام الوصية.,يعتبر التصرف صادرا على سبيل التبرع ما لم يثبت من صدر له التصرف غير ذلك أو وجدت أحكام خاصة تخالفه.
4083,ما هو محتوى التقرير الذي يجب أن يقدمه مجلس إدارة الشركة المساهمة العامة كل ستة أشهر؟,يجب أن يتضمن التقرير المركز المالي للشركة ونتائج أعمالها وحساب الأرباح والخسائر وقائمة التدفق النقدي والإيضاحات المتعلقة بالبيانات المالية.,"The report should include the financial position of the company, its operations, and its profits and losses. The auditor should verify the report, and the supervisor should receive a copy within 60 days of the end of the period.

### Explanation:
The report should include the financial position of the company, its operations, and its",يتضمن التقرير الذي يجب أن يقدمه مجلس إدارة الشركة المساهمة العامة كل ستة أشهر المركز المالي للشركة ونتائج أعمالها وحساب الأرباح والخسائر وقائمة التدفق النقدي والإيضاحات المتعلقة بالبيانات,يجب أن يتضمن التقرير المركز المالي للشركة ونتائج أعمالها وحساب الأرباح والخسائر وقائمة التدفق النقدي والإيضاحات المتعلقة بالبيانات المالية.,يجب أن يحتوي التقرير على المركز المالي للشركة ونتائج أعمالها وحساب الأرباح والخسائر وقائمة التدفق النقدي والإيضاحات المتعلقة بالبيانات المالية.
3734,ما يحدث اذا قبل الوزير الاعتراض على تقرير اللجنة؟,يتم رفض تسجيل الشركة إلا إذا عاد الشركاء ووافقوا على التقييم.,"ما يحدث اذا قبل الوزير الاعتراض على تقرير اللجنة؟
أ- اذا كان رأسمال الشركة أو جزء منه حصصاً عينية فعلى مقدمي هذه الحصص المحافظة على هذه المقدمات وعدم التصرف بها الى حين تسليمها الى","يتم رفض تسجيل الشركة. إذا قبل الوزير الاعتراض على تقرير اللجنة، وعدا إذا عاد الشركاء ووافقوا على التقييم. في هذه الحالة تستكمل إجراءات تسجيل الشركة وفقا لأحكام هذا القانون.  
و إذا",يُطلب من الوزير البت في الاعتراض خلال أسبوعين.,يُرفض تسجيل الشركة إلا إذا عاد الشركاء ووافقوا على التقييم.
2900,ما هي الإجراءات التي يجب اتباعها إذا رأت المحكمة نقصًا في التقرير القانوني المقدم؟,"يمكن للمحكمة أن تقرر إعادة التقرير للخبير لاكمال ما ترى فيه من نقص، أو تعهد بالمهمة إلى خبير آخر أو أكثر حسب الأصول.","أولاً: يجب على المحكمة أن تقدم الطرفين نسخة من التقرير المقدم، ثم يجب أن تقرر عقد جلسة للاطلاع","في حال رؤية المحكمة نقصًا في التقرير القانوني المقدم، يجب على المحكمة إبلاغ كل من الطرفين بنسخة من التقرير. ثم يتم إعلان ذلك علنا في الجلسة. المحكمة يمكن أن تقرر من ت",يجب على المحكمة من تلقاء نفسها أو بناءً على طلب أحد الخصوم دعوة الخبير أو الخبراء للمناقشة ويمكن لها أن تقرر اعادة التقرير إليهم لإكمال ما ترى فيه من نقص أو تعهد بالمهم,"يجب على المحكمة أن تقرر إعادة التقرير أو إكمال ما ترى فيه من نقص، أو تعهد بالمهمة إلى خبير أو أكثر."
1822,من يقوم بتعيين البنك الذي تودع فيه النقابة أموالها؟,يعين البنك الذي تودع فيه النقابة أموالها الاتحاد العام لنقابات العمال.,إذا حلت النقابة بصفة غير اختيارية فإنه يودع أموالها في البنك الذي يعينه الاتحاد العام لنقابات العمال حتى تأسيس نقابة جديدة للهمة أو للمهن نفسها. إذا لم يتم تأسيس مثل هذه النقابة,"يتم تعيين البنك الذي تودع فيه النقابة أموالها من قبل الاتحاد العام لنقابات العمال. إذا حللت النقابة بغير اختيارية، فيجب توديع أموالها في البنك الذي يعينه الاتحاد العام لنقابات العمال حتى ت",الاتحاد العام لنقابات العمال.,الاتحاد العام لنقابات العمال.
864,ما الذي يضمنه الوكيل بموجب المادة 866؟,الوكيل يضمن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل إذا كانت الوكالة باجر.,"الموكل

### Question:
ما الذي يضمنه الوكيل بموجب المادة 866؟

### Input:
المادة 866
يضمن الوكيل ما ينجم عن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل","ينظم القانون الاردني الوكالات بموجب المادة 866 من قانون مدني الاردني، التي تضمن الوكيل ما ينجم عن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل، خاصة إذا كانت الوكالة",يضمن الوكيل ما ينجم عن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل اذا كانت الوكالة باجر.,يضمن الوكيل ما ينجم عن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل.
1353,ما هي الأحكام التي تسريها المادة 1381 من القانون المدني الأردني على رهن المال الشائع؟,تسري على رهن المال الشائع أحكام الرهن التاميني المنصوص عليها فيها.,أحكام الرهن التاميني المنصوص عليها في المادتين 1378 و 1379 و 1380 من القانون المدني الأردني لسنة 1960,"المادة 1381 من القانون المدني الأردني تعني أن الأحكام التي تسري على رهن المال الشائع هي أحكام الرهن التاميني. وهذا يعني أن رهن المال الشائع يخضع لأحكام خاصة متعلقة بالتأمين، التي تش",تسري على رهن المال الشائع أحكام الرهن التاميني المنصوص عليها في القانون المدني الأردني لسنة 1960.,تسري على رهن المال الشائع أحكام الرهن التاميني المنصوص عليها في القانون المدني الأردني لسنة 1960.
3965,من هو الشخص المسؤول عن توقيع عقد تأسيس الشركة؟,يوقع كل مؤسس عقد التأسيس أمام المراقب أو من يفوضه خطياً.,"المادة 92
أ- يقدم طلب تأسيس الشركة من قبل مؤسسي الشركة إلى المراقب على النموذج المقرر لهذا الغرض مرفقاً بما يلي:-
1- عقد تأسيس الشركة.
2- نظامها الأساسي.
3- أسم",يجب أن يوقع عقد تأسيس الشركة المساهمة ونظامها الأساسي من كل مؤسس أمام المراقب أو من يفوضه خطيا بذلك. ويجوز توقيعها أمام الكاتب العدل أو أحد المحأمين المجازين.  وذ,يجب أن يوقع عقد تأسيس الشركة ونظامها الأساسي من كل مؤسس أمام المراقب أو من يفوضه خطيا بذلك.,المؤسسون.
3122,من هم المكلفون بتنفيذ أحكام القانون وفقاً للمادة 225؟,رئيس الوزراء والوزراء مكلفون بتنفيذ أحكام هذا القانون.,"المكلفون بتنفيذ أحكام القانون هم
رئيس الوزراء والوزراء

### Explanation:
المكلفون بتنفيذ أحكام القانون هم
رئيس الوزراء والوزراء

### Question:
من هم المكلفون بتنفيذ أحكام القانون وفقاً","المكلفون بتنفيذ أحكام القانون وفقاً للمادة 225 هم رئيس الوزراء والوزراء. ### Explanation
المادة 225 من القانون تعريف للمسؤولية القانونية للرئيس الوزراء والوزراء في تنفيذ أحكام القانون. ### Step",رئيس الوزراء والوزراء.,رئيس الوزراء والوزراء.
3381,من يحق له قرار وقف السير في معاملات التنفيذ؟,يحق للرئيس قرار وقف السير في معاملات التنفيذ عند المرحلة التي وصلت إليها بعد تقديم طلب الوقف وتأييده بالأوراق المطلوبة.,"للبطل، إذا كان طلب وقف السير في معاملات التنفيذ، فإنه يحق له ذلك، إذا كان في المرحلة التي وصلت إليها، عند الرفع بطلبه، مع مراعاة ما يلي:-

أ- للرئيس تكليف","حسب المادة 21 من قانون التنفيذ في الأردن، يحق لطالب الوقف قرار وقف السير في معاملات التنفيذ. هذا يعني أن الطالب يمكنه طلب وقف التنفيذ، مع تقديم كفالة تضمن الالتزام بال",يحق للرئيس قرار وقف السير في معاملات التنفيذ.,يحق للرئيس قرار وقف السير في معاملات التنفيذ.
2049,في أي حالة يجوز تقديم دعوى الحق العام أمام القضاء الأردني؟,يجوز تقديم دعوى الحق العام أمام القضاء الأردني إذا ارتكبت الجريمة بوسائل إلكترونية خارج المملكة.,يمكن تقديم دعوى الحق العام على المشتكى عليه أمام القضاء الأردني في أي حالة يرتكب فيها المشتكى عليه الجريمة بوسائل الكترونية خارج المملكة الأردنية الهاشمية وترتب اثارها في المملكة الأرد,"تجوز تقديم دعوى الحق العام أمام القضاء الأردني في حالة ارتكاب الجريمة بوسائل الكترونية خارج المملكة وتترتب آثارها في المملكة كلياً أو جزئياً. أو في حالة ارتكاب الجريمة في الخارج، ولم",يمكن تقديم دعوى الحق العام أمام القضاء الأردني إذا ارتكبت الجريمة بوسائل الكترونية خارج المملكة وترتبت آثارها في المملكة.,يُسمح بتقديم دعوى الحق العام أمام القضاء الأردني إذا ارتكبت الجريمة بوسائل الكترونية خارج المملكة وتربت آثارها فيها كليًا أو جزئيًا.
1145,ما هو الشرط الأساسي الذي يجب توفره في البيع الذي تثبت فيه الشفعة؟,يجب أن يكون العقار مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون.,"الشرط الأساسي الذي يجب توفره في البيع الذي تثبت فيه الشفعة هو أن يكون العقار مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون.
البيع الذي تثبت فيه الشفعة هو البيع الذي يث","يجب أن يكون العقار مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون. 

هذا الشرط الأساسي الذي يجب توفره في البيع الذي تثبت فيه الشفعة، وذلك لضمان أن البيع يرتبط بمل",يجب أن يكون البيع عقاراً مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون.,يجب أن يكون العقار مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون.
