id,question,ground_truth,llama3.1_instruct
1145,ما هو الشرط الأساسي الذي يجب توفره في البيع الذي تثبت فيه الشفعة؟,يجب أن يكون العقار مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون.,"يجب أن يكون العقار مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون. 

هذا الشرط الأساسي الذي يجب توفره في البيع الذي تثبت فيه الشفعة، وذلك لضمان أن البيع يرتبط بمل"
5149,ما هي العقوبة المحتملة للجناة في حالة حدوث سلب بالصورة الموصوفة في الفقرة الثانية وتسبب في رضوض أو جروح نتيجة العنف؟,يُعاقب الجناة بالأشغال المؤبدة.,عند حدوث سلب بالصورة الموصوفة في الفقرة الثانية وتسبب في رضوض أو جروح نتيجة العنف، العقوبة المحتملة للجناة هي الأشغال المؤبدة. هذا يعني أنهم سيخضعون لعقوبة الش
4777,ما هو العقاب المحدد للموظف الذي يتهاون في أداء واجباته دون سبب مشروع؟,الغرامة من عشرة دنانير الى خمسين دينارا أو الحبس من أسبوع واحد الى ثلاثة أشهر.,يحكم على الموظف الذي يتهاون في أداء واجباته دون سبب مشروع بالغرامة من عشرة دنانير إلى خمسين دينارا أو بالحبس من أسبوع واحد إلى ثلاثة أشهر، أو بالحبس من شهر واحد إلى سنة وضمن قيمة
1626,ما هي الحالة التي يمكن للعامل ترك العمل فيها بسبب تخفيض أجره؟,يمكن للعامل ترك العمل في حالة تخفيض أجره وفقاً لأحكام القانون.,بناءً على المادة 29 من قانون العمل في الأردن، يحق للعامل ترك العمل دون إشعار صاحب العمل إذا كان هناك تخفيض في أجره. يتعين على العامل إخطار وزارة العمل خلال أسبوعين من تاريخ ترك العمل، ويبقى
4460,ما هو تصنيف البنوك وشركات التأمين وفقًا للمادة 276 ب؟,تستثنى البنوك وشركات التأمين من أحكام المادة المذكورة.,بناءً على المادة 276 ب، البنوك وشركات التأمين تُستثنى من أحكام تدقيق حسابات الشركة المساهمة العامة وأعمالها. هذا يعني أن هذه المؤسسات لا تخضع لتدقيق حسابات ومراقبة شاملة كما
4568,ما هي الحالة التي يُجيز فيها مصادرة الأشياء التي كانت معدة لارتكاب جناية؟,يُجيز مصادرة الأشياء التي كانت معدة لارتكاب جناية مقصودة.,حسب المادة 44 من قانون العقوبات في الاردن، يجوز مصادرة الأشياء التي كانت معدة لارتكاب جناية أو جنحة مقصودة، أو التي استعملت في ارتكابها أو كانت معدة لاقترافها، ولكن في
1664,ما الذي يحكم تشكيل اللجنة الثلاثية وعملها؟,الأحكام والإجراءات المتعلقة بكيفية تشكيلها وعملها.,يحكم تشكيل اللجنة الثلاثية وعملها المادة 43 من قانون العمل في المملكة الأردنية الهاشمية، التي تحدد تشكيل اللجنة الثلاثية برئاسة الوزير وعضوية ممثلين عن الوزارة والعمال واصحاب العمل
2683,متى يسري النص المعدل للاختصاص على الدعاوى؟,يسري النص المعدل للاختصاص على الدعاوى بعد ختام المحاكمة في الدعوى.,"يسري النص المعدل للاختصاص على الدعاوى بعد ختام المحاكمة في الدعوى. (المادة 2، البند 1). 
هذا يعني أن أحكام هذا القانون سارية على ما لم يكن فصل في الدعاوى"
5616,ما يمكن للمحكمة فعله في حالة عدم استكمال المعترض إجراءات تقديم بيناته الدفاعية؟,تسمح له بإكمالها.,في حالة عدم استكمال المعترض إجراءات تقديم بيناته الدفاعية، يمكن للمحكمة أن ترفض قبول تلك البينات، وتصدر قرارها بذلك. إذا سبق للمعترض أن قدم بيناته إلا أنه لم يستكمل إجراءات
4170,كيف يعتبر الاجتماع الثاني للهيئة العامة قانونيًا؟,يعتبر الاجتماع الثاني قانونيًا بغض النظر عن عدد الأسهم الممثلة فيه.,يعتبر الاجتماع الثاني للهيئة العامة قانونيًا إذا لم يتوفر النصاب المحدد للاجتماع العادي، ويجري بعد ساعة من موعد الاجتماع الأول، ويجري خلال عشرة أيام من تاريخ الاجتماع الأول، ويجري بموافقة مساهم
356,ما هي الوسيلة المشروعة لحماية التنفيذ وفق المادة 365؟,ضمان أموال المدين للوفاء بديونه ومساواة جميع الدائنين في هذا الضمان.,حماية التنفيذ في المادة 365 في القانون المدني في المملكة الأردنية الهاشمية، وفقاً للفرع الثالث، هي الوسيلة المشروعة التي تقوم بها الدولة أو أي شخص مسؤول عنها، لضمان وصول المدين إلى أمو
5045,ما هي العقوبة المقررة لمن يقوم بإجهاض حامل وهو على علم بحملها؟,يُعاقب بالأشغال المؤقتة لمدة لا تزيد على عشر سنوات.,"الجواب هو: الأشغال المؤقتة مدة لا تزيد على عشر سنوات. 

### Explanation:
المادة 333 في قانون العقوبات في الأردن تنص على أن من يقوم بإجهاض حامل وهو على علم بحملها ، عوقب بالأشغال المؤ"
192,ما هو الشرط الذي يجب تحققه ليكون الشخص قادرا على تنفيذ الحقوق باسمه لصالح الغير؟,يجب أن يكون للشخص مصلحة شخصية مادية أو ادبية في تنفيذ تلك الحقوق.,"يجب على الشخص أن يكون له مصلحة شخصية مادية في تنفيذ الحقوق التي يتعاقد عليها باسمه لصالح الغير. 

### Source:
المادة 210 من القانون المدني الأردني لسنة 1976. 

### Translation:
The condition that must"
2203,ما هي الإجراءات التي يمكن اتخاذها من قبل المدعي العام في حال عدم حضور المشتكى عليه؟,يمكن للمدعي العام إصدار مذكرة إحضار بحق المشتكى عليه في حال عدم حضوره أو في حال خشية فراره.,يمكن للمدعي العام في حال عدم حضور المشتكى عليه إصدار مذكرة حضور، أو بديلاً بعد استجواب المشتكى، مذكرة توقيف إذا اقتضى التحقيق ذلك. إذا لم يحضر المشتكى أو خشي فراره، فيُم
1104,ما هو حكم المادة 1116 من القانون المدني الأردني؟,تنص المادة 1116 على أنه إذا اختص أحد الورثة بدين للتركة، فلا يضمن باقي الورثة لهذا الدين إذا أصبح الورثة الآخرين مدينين ولم يتفقوا على ذلك.,حكم المادة 1116 من القانون المدني الأردني هو أن باقي الورثة لا يضمنون لأحد الورثة المدين في حالة إفلاسه أو اعسره بعد القسمة، إلا إذا اتفقوا على غير ذلك. هذا يعني أن ال
4599,ما هي تعريف النية وفق المادة 63؟,النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.,"حسب المادة 63، تعرف النية بأنها إرادة ارتكاب الجريمة على ما عرفها القانون. 

### Input:
المادة 64
تعريف الإرادة في القانون الجنائي: هي الإرادة التي توجب ارتكاب الجريمة.

###"
897,ما هي التزامات الحارس وفقا للمادة 903؟,يلتزم الحارس بإيفاء ذوي الشأن بالمعلومات الضرورية وتقديم الحساب عن تنفيذ مهمته.,وفقا للمادة 903، يلتزم الحارس بان يوافي ذوي الشان بالمعلومات الضرورية التي تتعلق بتنفيذ مهمته، وبان يقدم الحساب عنها في المواعيد وبالطريقة التي يتفق عليها الطرفان أو يامر بها الق
3761,ماذا يمكن للمراقب فعله إذا لم تتم مراعاة الأصول المبينة في القانون؟,يمكن للمراقب عدم اعتماد محضر الاجتماع والقرارات.,إذا لم تتم مراعاة الأصول المبينة في الفقرة (د) من المادة 64، فيجب على المراقب عدم اعتماد محضر الاجتماع والقرارات الصادرة عن الاجتماع، إلا إذا وافق الشريك أو الشركاء غير المبلغين وفق تلك الأصول
420,ما هي آثار تعدد طرفي التصرف التضامن بين المدينين؟,تعدد طرفي التصرف التضامن بين المدينين يندرج ضمن آثار الحق الفصل في الباب الثاني.,تعدد طرفي التصرف التضامن بين المدينين يؤدي إلى آثار معينة. إذا أبرأ الدائن أحد المدينين المتضامنين من الدين أو من التضامن، يلزم باقي المدينين أن يرجعوا على هذا المدين
1032,ما الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها؟,الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها هو رضاء جميع الشركاء على فسخ القسمة.,الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها هو أن جميع الشركاء يرغبون في ذلك. في هذه الحالة، يجوز لهم فسخ القسمة واقالتها واعادة المقسوم مشتركاً بينهم كما كان.
4131,ما هي المخالفات التي يمكن أن ترتكبها رئيس وأعضاء مجلس الإدارة لأنظمة الشركة؟,مخالفة رئيس وأعضاء مجلس الإدارة لأنظمة الشركة يمكن أن تشمل الإجراءات التي تتنافى مع سياسات الشركة أو تتجاوز صلاحياتهم المحددة.,"المخالفات التي يمكن أن ترتكبها رئيس وأعضاء مجلس الإدارة لأنظمة الشركة تشمل:
1.  إمكانية عدم وضع جدول يبين صلاحيات التوقيع عن الشركة في مختلف الأمور، أو عدم تحديث الجدول بشكل دوري.
2."
3850,ما الذي يجوز للشركة فعله بالنسبة لأنواع الأسهم وخيارات المساهمة؟,يجوز للشركة إصدار عدة أنواع وفئات من الأسهم وخيارات المساهمة.,يجوز للشركة إصدار عدة أنواع وفئات من الأسهم تختلف في القيمة الاسمية والقوة التصويتية وتوزيع الأرباح والخسائر على المساهمين وحقوق وأولويات كل منها عند التصفية وقابليتها للتح
4924,ما هي الجريمة المعنية في الفصل الثاني من المادة؟,التزوير في المصدقات الكاذبة.,في الفصل الثاني من المادة، الجريمة المعنية هي التزوير، وبالتحديد، إعطاء مصدقة كاذبة. المادة 266 تحدد أن من يزور تلك المصدقة أو يخلق مصدقة كاذبة يُعاقب بال
3098,ما الحق الذي يبقى للغير وفقاً للمادة 208؟,الحق في الاعتراض على الحكم، ما لم يسقط حقه بالتقادم.,حسناً. وفقاً للمادة 208، يبقى للغير الحق في اعتراض على الحكم ما لم يسقط حقه بالتقادم. هذا يعني أن أي شخص له مصالح في القضية أو يعتقد أن الحكم غير صحيح يمكنه الاستئن
4485,ما هي صفة الاستعجال لدى المحاكم المختصة للقضايا الحقوقية والجزائية المتعلقة بالشركات؟,الاستعجال.,حسب المادة 284 من القانون، تعطى القضايا الحقوقية والجزائية المتعلقة بالشركات صفة الاستعجال لدى المحاكم المختصة. هذا يعني أن هذه القضايا تتمتع بصفة الاستعجال، مما يعني أن
1239,ما هي الشروط الضرورية لصحة التحكير؟,يجب أن يكون التحكير لضرورة أو مصلحة محققة للوقف، ويجب الحصول على إذن من المحكمة المختصة وتسجيله في دائرة التسجيل.,يجب أن تكون هناك ضرورة أو مصلحة محققة للوقف، وأن يتم التحكير بإذن من المحكمة المختصة، ويشترط تسجيل التحكير بعد ذلك في دائرة التسجيل.  هذه الشروط الضرورية لصحة التحكير في قانون
1966,ما هو الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة؟,ثلاثين ألف دينار.,يبلغ الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة عشرة آلاف دينار. ويبلغ الحد الأقصى للأشغال الشاقة المؤقتة خمس عشرة سنة. ويعاقب بال
1564,"ما المقصود بـ ""المرض المهني"" وفق هذا القانون؟",الاصابة بأحد الأمراض الصناعية المبينة في الجدول رقم (1) أو الاصابة بأي من الاصابات المهنية المبينة في الجدول رقم (2).,"المرض المهني هو الأصابة بأحد الأمراض الصناعية المبينة في الجدول رقم (1) أو الأصابة بأي من الاصابات المهنية المبينة في الجدول رقم (2) الملحقة بهذا القانون. 
يجب أن يكون هذا الجدول"
756,هل تسري أحكام عقد الإيجار على إجارة الوقف؟,نعم، تسري أحكام عقد الإيجار على إجارة الوقف في كل ما لا يتعارض مع النصوص السابقة.,لا، تسري أحكام عقد الإيجار على إجارة الوقف فيما لا يتعارض مع النصوص السابقة. وهذا يعني أن أحكام عقد الإيجار تنطبق على إجارة الوقف إلا إذا كانت هناك نصوص أخرى تعارض ذلك.
3302,ما هي المادة التي تنص على توقيع حكم التحكيم؟,المادة 41 أ.,المادة التي تنص على توقيع حكم التحكيم هي المادة 41، وتنص على أن يوقعه المحكمون، وفي حالة تشكيل هيئة التحكيم من أكثر من محكم، يكفي بتوقيع أغلبية المحكمين بشرط أن تثبت في
3296,هل يمكن لهيئة التحكيم تمديد مدة اصدار الحكم بدون اتفاق الطرفين؟,نعم، يجوز لهيئة التحكيم تمديد مدة اصدار الحكم دون اتفاق الطرفين.,لا، لا يمكن لهيئة التحكيم تمديد مدة إصدار الحكم بدون اتفاق الطرفين. كما هو موضح في المادة 37، إذا لم يتوافق الطرفان على مدة تزيد على الاثني عشر شهرا، فيجب على هيئة التحك
2094,ما هو شرط حفظ الأشياء المضبوطة بواسطة النيابة العامة؟,يجب حزم الأشياء المضبوطة في حالة كانت عليها وتوضع في وعاء إن اقتضت طبيعتها ذلك مع ختمها بخاتم رسمي في الحالتين.,حفظ الأشياء المضبوطة بواسطة النيابة العامة يعتبر شرطاً للاحتفاظ بها، ويجب حفظها بالحالة التي كانت عليها، ويفضل تحزمها أو توضع في وعاء إذا اقتضت ماهيتها ذلك، ويجب تخ
4171,ما هي صلاحية الهيئة العامة للشركة المساهمة العامة؟,تشمل صلاحيتها في اجتماعها النظر في جميع الأمور المتعلقة بالشركة واتخاذ القرارات المناسبة.,"تتضمن صلاحية الهيئة العامة للشركة المساهمة العامة في اجتماعها غير العادي النظر في جميع الأمور المتعلقة بالشركة ومناقشتها واتخاذ القرارات المناسبة بشأنها وبخاصة ما يلي:-
1- تلاوة وقائع"
4999,ما هي العقوبة المحددة في المادة 310 لمن يقود أنثى دون العشرين من العمر ليواقعها شخص مواقعة غير مشروعة؟,الحبس من ستة أشهر إلى ثلاث سنوات وغرامة من 200 دينار إلى 500 دينار.,عقوبة القيادة أو الحاول قيادة أنثى دون العشرين من العمر ليواقعها شخص مواقعة غير مشروعة في المملكة أو في الخارج هي الحبس من ستة أشهر إلى ثلاث سنوات وبغرامة من مائتي دينار إلى خمسمائة دينار
2430,ما الإجراء الذي يتخذه المتهم إذا أراد إثبات دفاعه بشهود أو بينات أخرى؟,يجب عليه تقديم قائمة بيناته خلال شهر.,إذا أراد المتهم إثبات دفاعه بشهود أو بينات أخرى، فيجب عليه تقديم قائمة بيناته خلال شهر من تاريخ إعطاء الإفادة الدفاعية، وتحديد أسماء شهوده ومحال إقامتهم. إذا أبدى المتهم
3620,ما هي المدة التي يجب أن تقوم الشركة خلالها بطلب تسجيل التغيير بعد إجرائه؟,يجب على الشركة طلب تسجيل التغيير خلال سبعة أيام من إجرائه، وذلك بعد دفع الرسوم المقررة عنه ونشره في الجريدة الرسمية وصحيفة محلية على نفقة الشركة.,يجب على شركة التضامن أن تقوم بطلب تسجيل التغيير بعد إجرائه خلال 7 أيام، بعد استيفاء الرسوم المقررة عنه، وعلى نفقة الشركة، ويجب أن تطلب من المراقب تسجيل التعديل الذي أدخلته
5608,من يحق له الاستئناف بموجب المادة 14 من القانون؟,النيابة العامة والمدعي الشخصي والمحكوم عليه المسؤول بالمال.,يحق للمدعي الشخصي والمحكوم عليه المسؤول بالمال والنيابة العامة الاستئناف بموجب المادة 14 من القانون.  كما يسمح للنيابة العامة والمدعي الشخصي والمحكوم عليه المسؤول بالمال باستئناف الأحكام الصادرة
116,ما هي صلاحية المحكمة بخصوص الحجر على الصغير بعد الإذن؟,للمحكمة بعد الإذن أن تعيد الحجر على الصغير.,تتم صلاحية المحكمة بخصوص الحجر على الصغير بعد الإذن بتعديل الحجر على الصغير، أي أن المحكمة يمكنها أن تعيد الحجر على الصغير بعد أن قدمن الإذن للصغير المميز عند امتناع الولي عن الإ
3310,ماذا يحدث إذا أوقفت الهيئة التحكيمية الإجراءات أثناء التحكيم؟,يترتب على ذلك وقف سريان الموعد المحدد لإصدار حكم التحكيم.,في حالة اوقاف الهيئة التحكيمية الإجراءات أثناء التحكيم، يجب على الهيئة أن توقف الإجراءات حتى يصدر حكم قطعي في المسألة المتعلقة بالاختصاص أو التزوير أو الفعل الجزائي. ونتي
38,من يعتبر من ذوي القربى وفقاً للمادة 34؟,كل من يجمعهم أصل مشترك.,بالنسبة للمادة 34، يعتبر من ذوي القربى كل من يجمعهم أصل مشترك. يعني هذا أن الأشخاص الذين ي分享ون أصلًا مشتركًا، مثل الأب والأم والأباء أو الوالدين، أو الأب والأب
4484,ما هي الفقرة النهائية للمادة 283؟,تتضمن أحكام ختامية للتنظيمات القانونية المتعلقة بالتمثيل أمام المحاكم.,"لا يوجد في المادة 283 فقرتان ، هناك فقرتان ب. و أ. و لا يوجد فقرة نهائية. 
فقرة أ. تشير إلى حقوق المراقب وموظفي الدائرة المفوضين من قبله في الاطلاع على سجلات"
1285,ما هو الحظر الذي يفرضه قانون المادة 1303 على مالك الأرض العالية؟,قانون المادة 1303 يمنع مالك الأرض العالية من القيام بأي عمل يزيد من عبء الأرض المنخفضة التي تتلقى السيل الطبيعي.,يفرض القانون على مالك الأرض العالية حظر إقامة سد لمنع السيل الطبيعي المارة من الأراضي المنخفضة، أو عمل أي شيء يزيد عبء السيل على الأراضي المنخفضة. يُحتفظ بطبيعة السيل والعب
3474,متى يُعتبر افتتاح المزايدة؟,من تاريخ اليوم التالي للاعلان.,يُعتبر افتتاح المزايدة من تاريخ اليوم التالي للاعلان عن طرح العقار بالمزاد العلني.  ويعتبر هذا اليوم بداية للمزايدة بين الطالبين الموجودين في المزايدة، ثم يقرر الرئيس الاحالة
1419,ما هي الفصول التي يندرج تحتها المادة 1445 في القانون؟,المادة 1445 تندرج ضمن الباب الثالث- التوثيق العيني بنص القانون (حقوق الامتياز) الفصل الثاني- أنواع الحقوق الممتازة.,يندرج تحت المادة 1445 في القانون في الفصل الثاني من الباب الثالث الذي يتناول حقوق الامتياز. أكثر المعلومات حول هذا الموضوع يمكن العثور عليها في هذا الباب.  الفصل الثاني يغطي أنواع حقوق الامتياز، و يعتبر من أ
5038,ما هي الإجراءات التي يمكن للشاكي اتخاذها إذا قرر التنازل عن شكواه قبل حصول الحكم الدرجة القطعية؟,يحق للشاكي التنازل عن شكواه حتى يحصل الحكم الدرجة القطعية.,إذا قرر الشاكي التنازل عن شكواه قبل حصول الحكم الدرجة القطعية ، فإنه يمكنه ذلك. وفقًا للمادة 334 من قانون العقوبات في الأردن ، إذا لم ينجم عن الأفعال المبينة في المادة السابقة مر
3139,ماذا يعني الحديث عن أسناد التجارية في هذه المادة؟,الحديث عن أسناد التجارية يشير إلى أن هذه المادة لا تنطبق على الوثائق التجارية، حتى لو كانت موقعة من قبل أطراف غير تجارية.,يعني الحديث عن أسناد التجارية في هذه المادة أن الأوراق التجارية، مثل السندات والعقود التجارية، تُعتبر معترف بها وتُعتبر حجة على الغير منذ تاريخها الثابت، مع ذلك، لا تشمل أحكام هذه المادة الأ
5802,ما الجهة المسؤولة عن تنفيذ الاحكام التأديبية ضد المحامين؟,تنفذ الأحكام التأديبية ضد المحامين بواسطة النيابة العامة.,"النيابة العامة. 
المادة 74 في القانون رقم 34 لعام 2018 تشير إلى أن النيابة العامة هي المسؤولة عن تنفيذ الأحكام التأديبية الصادرة بحق المحامين بعد اكتسابها الدرجة القطعية. ويتض"
4146,هل يُسمح بتوزيع مكافأة في حال كانت الشركة في مرحلة التأسيس ولم تحقق أرباحاً بعد؟,نعم، يُسمح بتوزيع مكافأة بحد أقصى لا يتجاوز الف دينار لكل عضو.,لا يُسمح بتوزيع مكافأة في حال كانت الشركة في مرحلة التأسيس ولم تحقق أرباحاً بعد، بل يجوز توزيع مكافأة سنوية بمعدل لا يتجاوز 5000 دينار لكل عضو حتى تبدأ الشركة بتحقيق الأرب
467,متى يبدأ الأجل في حال كان الثمن مؤجلاً أو مقسطاً؟,يبدأ الأجل من تاريخ تسلم المبيع.,في حال كان الثمن مؤجلاً أو مقسطاً، يبدأ الأجل من تاريخ تسلم المبيع. هذا يعني أن فترة الأجل تبدأ من وقت تسلم المبيع من المبيع إلى المشتري، وعدا ذلك، لا يوجد تأثير مباشر على
5225,كم تبلغ الحد الأدنى والحد الأقصى للغرامة المفروضة على من يقوم بتدمير الممتلكات وفقاً للمادة 443؟,الحد الأدنى للغرامة هو مائة دينار، والحد الأقصى هو خمسمائة دينار.,"حسب المادة 443، الحد الأدنى للغرامة المفروضة على من يقوم بتدمير الممتلكات هو 100 دينار، بينما الحد الأقصى هو 500 دينار. 

### Comment:
الجواب السابق هو جواب منفرد"
725,ما هو المضمون الرئيسي للمادة 740 من القانون المدني الأردني؟,توزيع المسؤوليات والنفقات بين المساقي وصاحب الشجر.,المضمون الرئيسي للمادة 740 من القانون المدني الأردني هو وصف كيفية توزيع المسؤولية عن الأعمال والنفقات المتعلقة بالشجر والمساقاة بين المساقي وملك الشجر. يحدد المادة هذه المسؤولية على النح
1591,ما يحدث إذا استمر العامل في تنفيذ عقد العمل لمدة محدودة بعد انقضاء مدته؟,يُعتبر ذلك تجديدًا للعقد لمدة غير محدودة من بداية الاستخدام.,إذا استمر العامل في تنفيذ عقد العمل لمدة محدودة بعد انقضاء مدته، يعتبر ذلك تجديدًا لعقد العمل لمدة غير محدودة، و ذلك من بداية الاستخدام. هذه هي الأحكام الواردة في المادة 15 من قانون العمل في الأ
3481,ما هي الإجراءات التي يجب اتخاذها من قبل المدين خلال ثلاثين يوما من تاريخ الإحالة القطعية؟,يجب على المدين أن يودع في صندوق الدائرة مبلغًا يكفي لوفاء الديون والفوائد والنفقات للدائن والدائنين الآخرين.,يجب على المدين خلال ثلاثين يوما من تاريخ الإحالة القطعية أن يودع في صندوق الدائرة مبلغا يكفي لوفاء الديون والفوائد والنفقات التي للدائن طالب التنفيذ والدائنين الذين اشترك
4443,ما هو الشرط الذي يمكن لأي متضرر من أعمال المصفي وإجراءاته أن يطعن فيه؟,يمكن لأي متضرر من أعمال المصفي وإجراءاته أن يطعن فيها لدى المحكمة التي يمكنها تأييدها أو إبطالها أو تعديلها.,يجب على أي متضرر من أعمال المصفي وإجراءاته أن يطعن فيه لدى المحكمة التي لها أن تؤيده أو تبطلها أو تعدلها ، ويكون قرارها في ذلك قطعياً. بالإضافة إلى ذلك، يجوز للمتضرر
1931,ما هي العقوبة المفروضة على من يقاوم المكلفين بتنفيذ أحكام القانون والأنظمة؟,الحبس لا تقل عن سنة وغرامة لا تقل عن خمسمائة دينار ولا تزيد على ألف دينار.,الجواب هو: يعاقب بالحبس وغرامة. ويعاقب بالأشغال المؤقتة وغرامة في حالات معينة. ويعاقب بالأشغال المؤقتة وغرامة في حالات معينة أخرى. ويُعاقَب بالأشغال
3713,ما الذي يحدده القانون في المادة 52 بخصوص عقد شركة المحاصة؟,يحدد القانون حقوق الشركاء في الشركة والالتزامات المترتبة عليهم تجاه الشركة وتجاه بعضهم.,"يحدد القانون في المادة 52 حقوق الشركاء في الشركة والالتزامات المترتبة عليهم تجاه الشركة وتجاه بعضهم بما في ذلك كيفية توزيع الأرباح والخسائر بينهم. 

هذا الإجابة يظهر أننا قادرون على"
5210,ما هي المضاربات التي ينظمها القانون ويعاقب على مخالفتها؟,المضاربات الغير مشروعة، مثل تعطيل أو عرقلة حرية المزايدة العلنية المتعلقة بالبيع، الشراء، التأجير، الالتزامات، أو التعهد.,المضاربات التي ينظمها القانون ويعاقب على مخالفتها هي تعطيل أو عرقلة حرية المزايدة العلنية المتعلقة بالبيع، أو الشراء، أو التأجير ، أو الالتزامات، أو التعهد ، بالتهديد أو
4561,كم يوما يستمر يوم العقوبة وفقا للمادة 40؟,يوم العقوبة يستمر لمدة أربع وعشرون ساعة.,"يستمر يوم العقوبة وفقا للمادة 40 أربع وعشرون ساعة. 

### Note:
هذا الإجابة تعتمد على فهم السؤال والمادة المعنية. إذا كان السؤال يطلب مدت يوم العقوبة بشكل عام، فالإجابة الصحيحة هي """
1499,ما هي العقوبة المقررة لمن ينشئ أو يدير موقعاً إلكترونياً بدون تصريح؟,يُعاقب بالحبس لا يقل عن سنتين وبغرامة لا تقل عن 10000 دينار ولا تزيد على 30000 دينار.,الجواب الصحيح هو: يعاقب بالحبس لمدة لا تقل عن سنتين وبغرامة لا تقل عن (10000) عشرة آلاف دينار ولا تزيد على (30000) ثلاثين ألف دينار كل شخص من غير المصرح له أنشأ أو أ
3513,ما يجب على الدائرة فعله بالمبالغ التي تحصل من المدين بالاستناد إلى سند تنفيذي؟,قيدها في محضر التنفيذ ودفتر اليومية لحساب الدائن.,يجب على الدائرة فعله بالمبالغ التي تحصل من المدين بالاستناد إلى سند تنفيذي، أن تقيد هذه المبالغ في محضر التنفيذ ودفتر اليومية لحساب الدائن، ثم بعد إجراء معاملة القيد على هذا
2503,ما هو النتيجة القانونية عندما تقضي المحكمة بفسخ الحكم بسبب عدم وجود جرم أو بينة كافية؟,النتيجة القانونية هي عدم مسؤولية المحكوم عليه.,عندما تقضي المحكمة بفسخ الحكم بسبب عدم وجود جرم أو بينة كافية، النتيجة القانونية هي أن المحكوم عليه يُحكم عليه براءة أو عدم مسؤولية، في حالات عدم وجود جرم أو بينة كافية. في هذه الحالة
4276,ما هي العمليات المسموح بها للشركة القابضة وفقاً للمادة 205؟,المسموح للشركة القابضة هو إدارة الشركات التابعة، واستثمار الأموال، وتقديم القروض، وتملك الحقوق المعنوية مثل براءات الاختراع والعلامات التجارية.,تتضمن العمليات المسموح بها للشركة القابضة وفقاً للمادة 205 إدارة الشركات التابعة لها أو المشاركة في إدارة الشركات الأخرى التي تساهم فيها، واستثمار أموالها في الأسهم والسندات والأوراق المالية، وتق
4899,ما هي الجرائم التي تتعلق بالمسكوكات والتي تُعاقب عليها بالأشغال؟,تتعلق الجرائم بطلاء القطع المعدنية بالذهب أو الفضة، ووضع قطع معدنية لتسهيل صنع سك، ودخول مسكوكات زائفة إلى المملكة، وصنع قوالب لنقش يحاكي نقوش السك، وصنع آلات لقطع أقراص من المعادن.,"الجواب هو: 
تُعاقب بالأشغال مدة لا تنقص عن خمس سنوات كل من:
1- طلى بالذهب أو الفضة أية قطعة معدنية ذات حجم أو شكل يناسب لصنع المسكوكات منها بقصد سك مسكوكات ذهبية"
3961,ما هي العلاقة بين ذمة المساهم في الشركة المساهمة العامة وذمة الشركة نفسها؟,ذمة المساهم مستقلة عن ذمة الشركة، حيث تكون الشركة مسؤولة عن ديونها والالتزامات المالية الخاصة بها.,تعتبر الذمة المالية للشركة المساهمة العامة مستقلة عن الذمة المالية لكل مساهم فيها، وتكون الشركة بموجوداتها وأموالها مسؤولة عن الديون والالتزامات المترتبة عليها ولا يكون المساهم مسؤولاً تجاه الشركة عن تلك
4867,ما العقوبة المقررة على الشخص الذي كان موقوفا بصورة قانونية من أجل جريمة وهرب؟,الحبس لمدة لا تزيد على ثلاث سنوات إذا كان موقوفا بجناية، ولمدة لا تزيد على سنة واحدة أو بغرامة لا تزيد على خمسين دينارا إذا كان موقوفا بجنحة.,يحكم على الشخص الذي كان موقوفا بصورة قانونية من أجل جريمة وهرب بالحبس لمدة لا تزيد على ثلاث سنوات إذا كان موقوفا بجناية ، ولمدة لا تزيد على سنة واحدة أو بغرامة لا تزيد على خمسين دينارا
