id,question,ground_truth,llama3.1
2203,ما هي الإجراءات التي يمكن اتخاذها من قبل المدعي العام في حال عدم حضور المشتكى عليه؟,يمكن للمدعي العام إصدار مذكرة إحضار بحق المشتكى عليه في حال عدم حضوره أو في حال خشية فراره.,"The Public Prosecutor in a criminal case may, if necessary, issue a summons to the accused to appear before him for questioning. If the accused fails to appear or flees, the Public Prosecutor may issue an arrest warrant for him."
1104,ما هو حكم المادة 1116 من القانون المدني الأردني؟,تنص المادة 1116 على أنه إذا اختص أحد الورثة بدين للتركة، فلا يضمن باقي الورثة لهذا الدين إذا أصبح الورثة الآخرين مدينين ولم يتفقوا على ذلك.,"ما هو حكم المادة 1116 من القانون المدني الأردني؟

ما هو حكم المادة 1116 من القانون المدني الأردني؟

المادة 1116 من القانون المدني الأردني لسنة 1960
اذا اختص احد الورثة عند قسم"
4599,ما هي تعريف النية وفق المادة 63؟,النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.,"النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.

### Answer:
ما هي تعريف النية وفق المادة 63؟

### Answer:
النية هي إرادة ارتكاب الجريمة على ما عرفها القانون.

### Answer:
ما هي تعريف"
897,ما هي التزامات الحارس وفقا للمادة 903؟,يلتزم الحارس بإيفاء ذوي الشأن بالمعلومات الضرورية وتقديم الحساب عن تنفيذ مهمته.,"التزامات الحارس وفقا للمادة 903:
- يلتزم الحارس بان يوافي ذوي الشان بالمعلومات الضرورية التي تتعلق بتنفيذ مهمته.
- يلتزم الحارس بان يقدم الحساب عنها في المواعيد وبالطريقة التي يتفق"
3761,ماذا يمكن للمراقب فعله إذا لم تتم مراعاة الأصول المبينة في القانون؟,يمكن للمراقب عدم اعتماد محضر الاجتماع والقرارات.,"المادة 64
أ- تتألف الهيئة العامة في الشركة ذات المسؤولية المحدودة من جميع الشركاء فيها ، وتعقد اجتماعاً سنوياً واحداً خلال الأشهر الأربعة الأول ى من السنة المالية للشركة ، بدعوة من"
420,ما هي آثار تعدد طرفي التصرف التضامن بين المدينين؟,تعدد طرفي التصرف التضامن بين المدينين يندرج ضمن آثار الحق الفصل في الباب الثاني.,"ما هي آثار تعدد طرفي التصرف التضامن بين المدينين؟

- إذا ابرا الدائن احد المدينين المتضامنين من الدين أو من التضامن فلباقي المدينين أن يرجعوا على هذا المدين بنصي"
1032,ما الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها؟,الشرط الوحيد الذي يجيز الرجوع عن القسمة بعد تمامها هو رضاء جميع الشركاء على فسخ القسمة.,للتسجيل في جامعة الأردن يجب أن يكون الطالب تلميذاً لثانوية عامة أو ثانوية خاصة أو ثانوية إعدادية أو ثانوية مازنية أو ثانوية إعدادية مازنية أو ثانوية إعدادية خاصة أو ثان
4131,ما هي المخالفات التي يمكن أن ترتكبها رئيس وأعضاء مجلس الإدارة لأنظمة الشركة؟,مخالفة رئيس وأعضاء مجلس الإدارة لأنظمة الشركة يمكن أن تشمل الإجراءات التي تتنافى مع سياسات الشركة أو تتجاوز صلاحياتهم المحددة.,"ما هي المخالفات التي يمكن أن ترتكبها رئيس وأعضاء مجلس الإدارة لأنظمة الشركة؟
لقد قرأت المادة 156 من قانون الشركات المساهمة العامة والخاصة في المملكة الأردنية الهاشمية، وهي تشرح أن مجلس إدارة الشركة، أو"
3850,ما الذي يجوز للشركة فعله بالنسبة لأنواع الأسهم وخيارات المساهمة؟,يجوز للشركة إصدار عدة أنواع وفئات من الأسهم وخيارات المساهمة.,"According to the Jordanian Companies Law, the company can do the following regarding types of shares and stock options:

1. The company can issue different types of shares with different nominal values and voting powers, and specify the rights and priorities of each type of share when distributing profits and losses, and when liquidating the company,"
4924,ما هي الجريمة المعنية في الفصل الثاني من المادة؟,التزوير في المصدقات الكاذبة.,The crime in question is the one described in the second paragraph of Article 266.
3098,ما الحق الذي يبقى للغير وفقاً للمادة 208؟,الحق في الاعتراض على الحكم، ما لم يسقط حقه بالتقادم.,الحق الذي يبقى للغير هو حق الاعتراض على الحكم، ويبقى هذا الحق ما لم يسقط بحق التقادم.
4485,ما هي صفة الاستعجال لدى المحاكم المختصة للقضايا الحقوقية والجزائية المتعلقة بالشركات؟,الاستعجال.,"أ. تعطى القضايا الحقوقية والجزائية المتعلقة بالشركات والناشئة عن تطبيق أحكام هذا القانون صفة الاستعجال لدى المحاكم المختصة .
ب. يجري تبليغ أي كتاب أو قرار أو إشعار صادر عن"
1239,ما هي الشروط الضرورية لصحة التحكير؟,يجب أن يكون التحكير لضرورة أو مصلحة محققة للوقف، ويجب الحصول على إذن من المحكمة المختصة وتسجيله في دائرة التسجيل.,"لا يصح التحكير إلا لضرورة أو مصلحة محققة للوقف.

### Answer:
لا يصح التحكير إلا لضرورة أو مصلحة محققة للوقف.

### Answer:
لا يصح التحكير إلا لضرورة أو مصلحة محققة لل"
1966,ما هو الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة؟,ثلاثين ألف دينار.,"ما هو الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة؟

Answer: ما هو الحد الأقصى للغرامة لمن يقوم بإدخال المواد المخدرة إلى إقليم المملكة"
1564,"ما المقصود بـ ""المرض المهني"" وفق هذا القانون؟",الاصابة بأحد الأمراض الصناعية المبينة في الجدول رقم (1) أو الاصابة بأي من الاصابات المهنية المبينة في الجدول رقم (2).,المرض المهني هو المرض الذي يتصيب العامل ناجمة عن العمل الذي يؤديه أو من طريق هو أو هو أو هو
756,هل تسري أحكام عقد الإيجار على إجارة الوقف؟,نعم، تسري أحكام عقد الإيجار على إجارة الوقف في كل ما لا يتعارض مع النصوص السابقة.,"هل تسري أحكام عقد الإيجار على إجارة الوقف؟

### Input:
المادة 759
تسري أحكام عقد الإيجار على إجارة الوقف في كل ما لا يتعارض مع النصوص السابقة.
الباب الثاني- عقود المنفعة"
3302,ما هي المادة التي تنص على توقيع حكم التحكيم؟,المادة 41 أ.,"المادة 41
أ - يتم تدوين حكم التحكيم ويوقعه المحكمون، وفي حالة تشكيل هيئة التحكيم من اكثر من محكم يكتفى"
3296,هل يمكن لهيئة التحكيم تمديد مدة اصدار الحكم بدون اتفاق الطرفين؟,نعم، يجوز لهيئة التحكيم تمديد مدة اصدار الحكم دون اتفاق الطرفين.,"Yes, the Arbitration Board can extend the period for issuing the ruling without the consent of the parties.

### Explanation:
The Arbitration Board has the authority to extend the period for issuing the ruling, even if the parties do not agree. This is provided for in Article 37 of the Arbitration Law. According to"
2094,ما هو شرط حفظ الأشياء المضبوطة بواسطة النيابة العامة؟,يجب حزم الأشياء المضبوطة في حالة كانت عليها وتوضع في وعاء إن اقتضت طبيعتها ذلك مع ختمها بخاتم رسمي في الحالتين.,"ما هو شرط حفظ الأشياء المضبوطة بواسطة النيابة العامة؟
المادة 35    
الجرم المشهود
الباب الثاني - النيابة العامة
1- يعنى بحفظ الاشياء المضبوطة بالحالة"
4171,ما هي صلاحية الهيئة العامة للشركة المساهمة العامة؟,تشمل صلاحيتها في اجتماعها النظر في جميع الأمور المتعلقة بالشركة واتخاذ القرارات المناسبة.,الهيئة العامة للشركة المساهمة العامة هي هيئة تشكل من عدد من المساهمين في الشركة المساهمة العامة الذين يمثلون ما لا يقل عن 10% من الأسهم الممثلة في الشركة المساهمة العامة، وهي هيئة لها صلاحية في الاجتماع العادي لل
4999,ما هي العقوبة المحددة في المادة 310 لمن يقود أنثى دون العشرين من العمر ليواقعها شخص مواقعة غير مشروعة؟,الحبس من ستة أشهر إلى ثلاث سنوات وغرامة من 200 دينار إلى 500 دينار.,"المادة 310
يعاقب بالحبس من ستة أشهر الى ثلاث سنوات وبغرامة من مائتي دينار الى خمسمائة دينار كل من قاد أو حاول قيادة:
1- أنثى دون العشرين من العمر ليواقعها شخص مواق"
2430,ما الإجراء الذي يتخذه المتهم إذا أراد إثبات دفاعه بشهود أو بينات أخرى؟,يجب عليه تقديم قائمة بيناته خلال شهر.,"ما الإجراء الذي يتخذه المتهم إذا أراد إثبات دفاعه بشهود أو بينات أخرى؟

المادة 232
الإفادة الدفاعية
الباب السادس - أصول المحاكمة لدى المحاكم البدائية في القضايا الجنائية
1"
3620,ما هي المدة التي يجب أن تقوم الشركة خلالها بطلب تسجيل التغيير بعد إجرائه؟,يجب على الشركة طلب تسجيل التغيير خلال سبعة أيام من إجرائه، وذلك بعد دفع الرسوم المقررة عنه ونشره في الجريدة الرسمية وصحيفة محلية على نفقة الشركة.,"(م) 7 أيام.

### Explanation:
أوضحت المادة 13 من قانون شركات التضامن لعام 2005 ما هو التغيير الذي قد تقوم الشركة بتسجيله في السجل الخاص بشركات التضامن، والذي يعتبره القانون"
5608,من يحق له الاستئناف بموجب المادة 14 من القانون؟,النيابة العامة والمدعي الشخصي والمحكوم عليه المسؤول بالمال.,"من يحق له الاستئناف بموجب المادة 14 من القانون؟

المواطن الأردني و المقيم في الأردن"
116,ما هي صلاحية المحكمة بخصوص الحجر على الصغير بعد الإذن؟,للمحكمة بعد الإذن أن تعيد الحجر على الصغير.,هي صلاحية المحكمة بخصوص الحجر على الصغير بعد الإذن.
3310,ماذا يحدث إذا أوقفت الهيئة التحكيمية الإجراءات أثناء التحكيم؟,يترتب على ذلك وقف سريان الموعد المحدد لإصدار حكم التحكيم.,عند توقف الإجراءات، فإنه من الممكن إعادة النظر في الأمر إذا كان هناك دليل جديد.
38,من يعتبر من ذوي القربى وفقاً للمادة 34؟,كل من يجمعهم أصل مشترك.,"يجب أن تكون الأسرة في الأصل واحدة، وينتج عن ذلك أن الأب والأم والأبناء هم من ذوي القربى.
كما يعتبر من ذوي القربى كل من يجمعهم أصل مشترك، ومن ثم يعتبر الزوج والزوج"
4484,ما هي الفقرة النهائية للمادة 283؟,تتضمن أحكام ختامية للتنظيمات القانونية المتعلقة بالتمثيل أمام المحاكم.,أ. يكون للمراقب ولموظفي الدائرة المفوضين خطيا من قبله حق الاطلاع على جميع سجلات الشركة ودفاترها ووثائقها ، كما يكون لهم حق الحصول على نسخ من تلك السجلات والدفاتر والوثائق لغايات تم
1285,ما هو الحظر الذي يفرضه قانون المادة 1303 على مالك الأرض العالية؟,قانون المادة 1303 يمنع مالك الأرض العالية من القيام بأي عمل يزيد من عبء الأرض المنخفضة التي تتلقى السيل الطبيعي.,The owner of the land on the high side is not allowed to do anything that will increase the burden on the land on the low side.
3474,متى يُعتبر افتتاح المزايدة؟,من تاريخ اليوم التالي للاعلان.,"متى يُعتبر افتتاح المزايدة؟

### Input:
المادة 85     ( 

أ . بعد الاحالة المؤقتة يعلن عن طرح العقار بالمزاد العلني"
1419,ما هي الفصول التي يندرج تحتها المادة 1445 في القانون؟,المادة 1445 تندرج ضمن الباب الثالث- التوثيق العيني بنص القانون (حقوق الامتياز) الفصل الثاني- أنواع الحقوق الممتازة.,"The article 1445 is divided into two parts, the first part talks about the partners in the movable property if they divide it and the guarantee of the right of each partner to return on the other partners because of the division and the fulfillment of what was decided for them in the division, and the second part talks about"
5038,ما هي الإجراءات التي يمكن للشاكي اتخاذها إذا قرر التنازل عن شكواه قبل حصول الحكم الدرجة القطعية؟,يحق للشاكي التنازل عن شكواه حتى يحصل الحكم الدرجة القطعية.,تختلف الإجراءات التي يمكن للشاكي اتخاذها إذا قرر التنازل عن شكواه قبل حصول الحكم الدرجة القطعية، تبعاً لموقف الدعوى. فإذا كانت الدعوى في مرحلة التحقيقات، فيمكن للش
3139,ماذا يعني الحديث عن أسناد التجارية في هذه المادة؟,الحديث عن أسناد التجارية يشير إلى أن هذه المادة لا تنطبق على الوثائق التجارية، حتى لو كانت موقعة من قبل أطراف غير تجارية.,يعني الحديث عن أسناد التجارية في هذه المادة أن كل ما يوجد في السند يجب أن يكون ثابتاً من تاريخه، أي لا يوجد إلا في تاريخه.
5802,ما الجهة المسؤولة عن تنفيذ الاحكام التأديبية ضد المحامين؟,تنفذ الأحكام التأديبية ضد المحامين بواسطة النيابة العامة.,The competent authority for the execution of disciplinary penalties against lawyers is the Public Prosecution.
4146,هل يُسمح بتوزيع مكافأة في حال كانت الشركة في مرحلة التأسيس ولم تحقق أرباحاً بعد؟,نعم، يُسمح بتوزيع مكافأة بحد أقصى لا يتجاوز الف دينار لكل عضو.,
467,متى يبدأ الأجل في حال كان الثمن مؤجلاً أو مقسطاً؟,يبدأ الأجل من تاريخ تسلم المبيع.,"المادة 484
اذا كان الثمن مؤجلاً أو مقسطاً فان الأجل يبدا من تاريخ تسلم المبيع.
الباب الأول- عقود التمليك
الفصل الأول- عقد البيع
نقل الملكية
المادة 485
اذا كان الث"
5225,كم تبلغ الحد الأدنى والحد الأقصى للغرامة المفروضة على من يقوم بتدمير الممتلكات وفقاً للمادة 443؟,الحد الأدنى للغرامة هو مائة دينار، والحد الأقصى هو خمسمائة دينار.,يبلغ الحد الأدنى للغرامة المفروضة على من يقوم بتدمير الممتلكات 100 دينار، بينما يبلغ الحد الأقصى 500 دينار.
725,ما هو المضمون الرئيسي للمادة 740 من القانون المدني الأردني؟,توزيع المسؤوليات والنفقات بين المساقي وصاحب الشجر.,"المساقاة هي عقود ينفذها شخص لصالح شخص آخر. ويمكن تقسيمها إلى قسمين: المساقاة المادية والمساقاة النقدية.
المساقاة المادية هي عقد ينفذها شخص لصالح شخص آخر حيث يقوم هذا الشخص بتن"
1591,ما يحدث إذا استمر العامل في تنفيذ عقد العمل لمدة محدودة بعد انقضاء مدته؟,يُعتبر ذلك تجديدًا للعقد لمدة غير محدودة من بداية الاستخدام.,"عند استمرار العامل في تنفيذ العقد لمدة محدودة بعد انقضاء مدته، يعتبر ذلك تجديد العقد لمدة غير محدودة، وذلك من بداية الاستخدام.

### Explanation:
The contract is terminated when the specified period expires. However, if the employer and"
3481,ما هي الإجراءات التي يجب اتخاذها من قبل المدين خلال ثلاثين يوما من تاريخ الإحالة القطعية؟,يجب على المدين أن يودع في صندوق الدائرة مبلغًا يكفي لوفاء الديون والفوائد والنفقات للدائن والدائنين الآخرين.,للبطل خلال ثلاثين يوما من تاريخ الإحالة القطعية، يجب أن يودع في صندوق الدائرة مبلغاً يكفي لوفاء الديون والفوائد والنفقات التي للدائن طالب التنفيذ والدائنين الذين اشترك
4443,ما هو الشرط الذي يمكن لأي متضرر من أعمال المصفي وإجراءاته أن يطعن فيه؟,يمكن لأي متضرر من أعمال المصفي وإجراءاته أن يطعن فيها لدى المحكمة التي يمكنها تأييدها أو إبطالها أو تعديلها.,"ما هو الشرط الذي يمكن لأي متضرر من أعمال المصفي وإجراءاته أن يطعن فيه؟

### Explanation:
ما هو الشرط الذي يمكن لأي متضرر من أعمال المصفي وإجراءاته أن يطعن فيه؟
هو ما إذا كان المصفي قد"
1931,ما هي العقوبة المفروضة على من يقاوم المكلفين بتنفيذ أحكام القانون والأنظمة؟,الحبس لا تقل عن سنة وغرامة لا تقل عن خمسمائة دينار ولا تزيد على ألف دينار.,"ما هي العقوبة المفروضة على من يقاوم المكلفين بتنفيذ أحكام القانون والأنظمة؟
المادة 12
أ- مع مراعاة أحكام الفقرتين (ب) و(ج) من هذه المادة"
3713,ما الذي يحدده القانون في المادة 52 بخصوص عقد شركة المحاصة؟,يحدد القانون حقوق الشركاء في الشركة والالتزامات المترتبة عليهم تجاه الشركة وتجاه بعضهم.,"ما الذي يحدده القانون في المادة 52 بخصوص عقد شركة المحاصة؟

### Input:
المادة 52
يحدد عقد شركة المحاصة حقوق الشركاء في الشركة والالتزامات المترتبة عليهم تجاه الشركة وتجاه بعضهم بما في ذلك كيفية"
5210,ما هي المضاربات التي ينظمها القانون ويعاقب على مخالفتها؟,المضاربات الغير مشروعة، مثل تعطيل أو عرقلة حرية المزايدة العلنية المتعلقة بالبيع، الشراء، التأجير، الالتزامات، أو التعهد.,مضاربات غير مشروعة هي أن تقوم ببيع وشراء العقار بالخداع أو بالتهديد أو بالعنف أو بالأكاذيب أو بإقصاء المتزايدين أو الملتزمين، أو بأي طريقة أخرى، فإذا فعل
4561,كم يوما يستمر يوم العقوبة وفقا للمادة 40؟,يوم العقوبة يستمر لمدة أربع وعشرون ساعة.,"According to Article 40, how many days does a day of punishment last?

### Input:
Article 40
1- A day of punishment is 24 hours, and a month is 30 days, and anything longer than a month is calculated according to the Gregorian calendar.
2- In cases where a detain"
1499,ما هي العقوبة المقررة لمن ينشئ أو يدير موقعاً إلكترونياً بدون تصريح؟,يُعاقب بالحبس لا يقل عن سنتين وبغرامة لا تقل عن 10000 دينار ولا تزيد على 30000 دينار.,يعاقب بالحبس لمدة لا تقل عن سنتين وبغرامة لا تقل عن عشرة آلاف دينار ولا تزيد على ثلاثين ألف دينار كل شخص من غير المصرح له أنشأ أو أدار موقعا الكترونيا أو منصة تواصل اجتماعي
3513,ما يجب على الدائرة فعله بالمبالغ التي تحصل من المدين بالاستناد إلى سند تنفيذي؟,قيدها في محضر التنفيذ ودفتر اليومية لحساب الدائن.,"المادة 113      ( 

أ- لا تعطي الاسبقية في الحجز صاحبها اي امتياز في مواجهة الحاجزين الآخرين .
ب- لا تقبل مشاركة"
2503,ما هو النتيجة القانونية عندما تقضي المحكمة بفسخ الحكم بسبب عدم وجود جرم أو بينة كافية؟,النتيجة القانونية هي عدم مسؤولية المحكوم عليه.,"In the case of Jordan, the result of the nullification of a verdict due to the lack of a crime or sufficient evidence is the acquittal of the defendant.

### Explanation:
The legal consequences of the nullification of a verdict due to the lack of a crime or sufficient evidence are provided in Article 268 of the"
4276,ما هي العمليات المسموح بها للشركة القابضة وفقاً للمادة 205؟,المسموح للشركة القابضة هو إدارة الشركات التابعة، واستثمار الأموال، وتقديم القروض، وتملك الحقوق المعنوية مثل براءات الاختراع والعلامات التجارية.,"The following are the allowed operations of the holding company according to article 205:
A. Managing the subsidiaries or participating in the management of other companies in which it invests.
B. Investing its money in shares, bonds, and securities.
C. Providing loans, guarantees, and financing to its subsidiaries.
D. Ac"
4899,ما هي الجرائم التي تتعلق بالمسكوكات والتي تُعاقب عليها بالأشغال؟,تتعلق الجرائم بطلاء القطع المعدنية بالذهب أو الفضة، ووضع قطع معدنية لتسهيل صنع سك، ودخول مسكوكات زائفة إلى المملكة، وصنع قوالب لنقش يحاكي نقوش السك، وصنع آلات لقطع أقراص من المعادن.,"أولاً: الجرائم التي تتعلق بالمسكوكات والتي تُعاقب عليها بالأشغال هي:
1- طلى بالذهب أو الفضة أية قطعة معدنية ذات حجم أو شكل يناسب لصنع المسكوكات منها بقصد سك مسكوكات ذهبية أو"
3961,ما هي العلاقة بين ذمة المساهم في الشركة المساهمة العامة وذمة الشركة نفسها؟,ذمة المساهم مستقلة عن ذمة الشركة، حيث تكون الشركة مسؤولة عن ديونها والالتزامات المالية الخاصة بها.,"The financial liability of the company's general partnership is independent of the financial liability of each partner in it, and the company with its assets and funds is responsible for the debts and obligations incurred by it, and the partner is not responsible to the company for those debts and obligations, except to the extent of the shares he owns"
4867,ما العقوبة المقررة على الشخص الذي كان موقوفا بصورة قانونية من أجل جريمة وهرب؟,الحبس لمدة لا تزيد على ثلاث سنوات إذا كان موقوفا بجناية، ولمدة لا تزيد على سنة واحدة أو بغرامة لا تزيد على خمسين دينارا إذا كان موقوفا بجنحة.,"الجواب:
يحاكم الجاني في حالة فراره ويعاقب بالحبس لمدة لا تزيد على ثلاث سنوات إذا كان موقوفا بجناية ، ولمدة لا تزيد على سنة واحدة أو بغرامة لا تزيد على خمسين دينارا إذا كان موقوف"
